KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_O4iku,Модуль кода токена ONE .. @w2 обновлен! \n\n@w2 <color=#ffffff> Еще два файла </color> необходимы для полной реконструкции кода.,,,,,,,,,,,,,,,,
dialogue_4ueea,Подтвердите.,,,,,,,,,,,,,,,,
dialogue_0CQ4a,Скрытый лог-файл обнаружен! @w2 \n\n Игровой файл?,,,,,,,,,,,,,,,,
dialogue_0iWaa,Игра <i> (Дополнительная информация)</i>,,,,,,,,,,,,,,,,
dialogue_m04aO,Откажитесь от <i>(Пропустить)</i>,,,,,,,,,,,,,,,,
dialogue_Oaqei,"Адмирал Яден, вице-адмирал Беннер и командующий Мерсер обсуждают ускоренный график операции «Феникс», перенесшей на следующий день на 1600 год. Несмотря на опасения Ядена, Мерсер заверил их, что все корабли флота могут справиться с ускоренной временной линией. Беннер подтвердил, что все береговые отходы были отменены, а персонал на различных станциях был назначен на транспорт в течение 12 часов. Признавая плотное временное окно для «События», Яден поручил Беннеру инициировать протоколы запуска и сообщил Мерсеру об установленной для него станции управления. Встреча завершилась тем, что Яден на следующее утро установил Желтое состояние.",,,,,,,,,,,,,,,,
dialogue_GKSuK,Закрыть файл <i></i>,,,,,,,,,,,,,,,,
dialogue_SiCKm,Ожидание ввода пользователя.,,,,,,,,,,,,,,,,
dialogue_S8820,Начать процедуру маркера,,,,,,,,,,,,,,,,
dialogue_oKd8q,"Модуль кода токена TWO .. @w2 обновлен! \n\n<color=#ffffff> Еще один файл </color>, необходимый для полной реконструкции кода.",,,,,,,,,,,,,,,,
dialogue_8cOqi,Подтвердите,,,,,,,,,,,,,,,,
dialogue_uGa44,Внимание! @w2 Еще один скрытый лог-файл был обнаружен! @w3 \n\n Игровой файл?,,,,,,,,,,,,,,,,
dialogue_sCWiu,Игра <i> (Дополнительная информация)</i>,,,,,,,,,,,,,,,,
dialogue_80OGC,Откажитесь от <i>(Пропустить)</i>,,,,,,,,,,,,,,,,
dialogue_OOqGW,"Зал планирования миссии @w2 \nT минус 8:02:13 @w2 \nКомандир Ламарр @w2 \nLt.Командир Зероген \n@p9 <color=#ffffff>[L]</color> Дженнифер, твоя команда уже создала переделанную варп-клетку для нового расписания? @w2 Эти парни сумасшедшие. @w2 Перепланировка Начало на 24 часа раньше...\n@w2 <color=#9c9c9c>[Z]</color> Они буквально выкинули меня из кровати посреди ночи. @w2 Но да, нам удалось сделать это всего за несколько минут до вашего приезда. \n@w2 <color=#9c9c9c>[Z]</color> Эй, @w2, прежде чем я забуду, @w2 на мосту новый парень... @w2 Менсер? @w2 Мирзе? @w2 Мерсер? @w2 Не совсем уверен. @w2 Черный костюм. @w2 Страшный парень. \n@p9 <color=#ffffff>[L]</color> Hmm... @w2 Я чувствую некоторые проблемы. @w2 Весь проект прошел странный путь. @w2 Ты помнишь, когда мы были студентами? @w2 Когда стартовала первая команда после проигрыша Гипериона? @w2 Проанализируйте инцидент. @w2 Постройте новое научное судно. @w2 Мы можем сделать это лучше.. @w2 blah blah.. @w2 все эти жалкие речи? \n@w2 <color=#9c9c9c>[Z]</color> У нас был тест на инцидент с Гиперионом и на то, что последовало за ним в нашем научном классе в колледже. @w2 Если бы я знал, что @w2 после того, как я зарегистрировался 5 лет назад, @w2, что они строят флот. @w2 только с двумя функциональными варп-приводами! @w2 Я бы принял это за первоапрельскую шутку. \n@p9 <color=#ffffff>[</color><color=#ffffff>L] </color> Абсолютно. @w2 И... @w2 Зачем нам нужны эти башни и даже боевые корабли? @w2 И морпехи? @w2 А бойцы? @w2 Для теста на варп-драйв и сбора ресурсов в Проксиме Центавра? @w2 Адмиралы хотят вторгнуться в Солнечную систему. @w2 Как в старых фильмах о боевых действиях, которые мы смотрели на прошлой неделе. \n@w2 <color=#9c9c9c>[Z]</color> Если так, мне лучше немного поспать. @w2 'May the thought be with you.' \n@w2 <color=#ffffff>[</color><color=#ffffff>L] </color>Haha.. @w2 Отправьте своих коллег в каюты. @w2 Вы и ваша команда достигли чего-то почти невозможного за данный период времени. @w2 Я проверю настройки с ИИ в ближайшие несколько часов. @w2 Спокойной ночи! \n@p9 <color=#ffffff>[</color><color=#ffffff>L] </color>THEIA! @w2 Не могли бы вы попытаться синхронизировать входящие волны с модулями до 0,2? @w2 Мы должны попытаться свести к минимуму любую сигнальную петлю, @w2 или любое внешнее возмущение, которое превратит все это в гигантский нагреватель ... @w2 или неконтролируемый волновой скиммер. \n\n@w2 <color=#9c9c9c>[THEIA]</color> Конечно, коммандер. @w2 Корректировки уже в работе.",,,,,,,,,,,,,,,,
dialogue_euSmq,Закрыть файл <i>(История)</i>,,,,,,,,,,,,,,,,
dialogue_KQuWG,Ожидание ввода пользователя.,,,,,,,,,,,,,,,,
dialogue_K008C,Начать процедуру маркера,,,,,,,,,,,,,,,,
dialogue_ODCqa,Модуль токенов THREE .. @w2 обновлен! Подтвердить завершение последовательности.,,,,,,,,,,,,,,,,
dialogue_CuWCi,Подтвердите,,,,,,,,,,,,,,,,
dialogue_KqS4e,Внимание!@w2 Еще один скрытый лог-файл обнаружен! @w4 \n\n Игровой файл?,,,,,,,,,,,,,,,,
dialogue_KOaim,Игра <i> (Дополнительная информация)</i>,,,,,,,,,,,,,,,,
dialogue_eCuWm,Откажитесь от <i>(Пропустить)</i>,,,,,,,,,,,,,,,,
dialogue_0Ga8W,"В комнате управления варп-ядром Титана произошла напряженная дискуссия между командирами Ламарром и Мерсером. Ламарр, потомок ведущего инженера Hyperion, поставил под сомнение внезапные изменения Мерсер в ее давно разработанных протоколах варп-двигателя и ускорение операции Phoenix. Выразив подозрение в участившейся милитаризации экспедиции, она бросила Мерсеру вызов о необходимости его модификаций. Ламарр также выступил с суровым предупреждением, что если изменения Мерсера приведут к какому-либо ущербу, он будет привлечен к ответственности. Ее растущее беспокойство возникло из рассказов ее деда об инциденте с Гиперионом, который был пугающе похож на текущие события.",,,,,,,,,,,,,,,,
dialogue_NaOGC,Закрыть файл <i></i>,,,,,,,,,,,,,,,,
dialogue_CaOSS,Код отмены Ключ восстановления был полностью обновлен. @p9 Внимание! \n@w2 Complement of the Recovery Token представила еще два лог-файла! n\n Играть в файлы?,,,,,,,,,,,,,,,,
